day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,thunder,total_num_of_crimes
1,2017,2,6,06/02/2017,37.3,28,1016.7,9.3,6.1,13,19,55,27,0,0,0,1,0,0,372
2,2018,2,6,06/02/2018,13.4,6.9,1029.7,7.5,4.8,8,999.9,21.9,6.1,0.15,3.1,1,0,1,0,282
3,2019,2,6,06/02/2019,34.5,32.7,1014.1,5,6.3,14,21,37.9,30.9,0.26,0,1,1,1,1,287
5,2014,2,7,07/02/2014,3,-5.7,1031.3,10,9.6,15,20,12,-2.9,0,7.9,0,0,0,0,323
6,2015,2,7,07/02/2015,33.6,27.1,1012.6,9.6,7.2,11.1,21,43,15.1,0,11,0,0,0,0,294
7,2016,2,7,07/02/2016,39.8,28.6,1013.5,10,10.1,19,25.1,46,34,0,0,0,0,0,0,270
2,2017,2,7,07/02/2017,46,43.7,999.9,2.8,6.8,17.1,31.1,53.6,42.1,0.32,0,1,1,0,1,324
3,2018,2,7,07/02/2018,18.4,12.2,1028.6,5.9,7.1,13,999.9,19.9,15.8,0.05,3.9,0,0,1,0,261
4,2019,2,7,07/02/2019,35.9,34.6,1010.5,3.9,8.6,22,36.9,46.4,30,0.33,0,1,1,0,1,335
6,2014,2,8,08/02/2014,10.7,4,1028.6,7.5,5,8.9,999.9,16,-2.9,0,11,1,0,1,0,259
7,2015,2,8,08/02/2015,38.5,34.5,1005.1,7.1,7.8,17.1,999.9,44.1,25,0,5.1,0,1,0,0,265
1,2016,2,8,08/02/2016,32.4,23.4,1006.2,9.9,8.9,14,999.9,43,28,0,0,0,0,1,0,275
3,2017,2,8,08/02/2017,32.2,23.4,1011.6,7.7,10.9,20,27,44.1,28,0.23,0,0,1,1,0,279
4,2018,2,8,08/02/2018,14.4,6.6,1032.3,8.7,6.9,13,999.9,21.9,9,0.04,3.1,0,0,1,0,240
5,2019,2,8,08/02/2019,11.5,1.6,1028.3,8.2,18.7,27,46,28.9,5,0.13,0,0,0,1,0,297
7,2014,2,9,09/02/2014,15.7,9.7,1022.6,7.5,6,12,17.1,19.9,6.1,0.07,9.8,0,0,1,0,296
1,2015,2,9,09/02/2015,29.3,24.6,1019.7,6.9,13.4,15.9,22.9,42.1,27,0,3.9,0,1,1,0,286
2,2016,2,9,09/02/2016,20.4,11.8,1010.5,5.8,11,15.9,19,28,17.1,0,1.2,0,0,1,0,251
4,2017,2,9,09/02/2017,20.2,3,1024.6,10,12.3,17.1,25.1,28,14,0,0,0,0,0,0,270
5,2018,2,9,09/02/2018,24.8,21.5,1024.4,1.5,7.6,15,20,28.9,19.4,0.34,11,1,0,1,0,226
6,2019,2,9,09/02/2019,13.5,3,1045.3,10,6.5,14,18.1,26.1,7,0,0,0,0,1,0,333
1,2014,2,10,10/02/2014,6.9,-3.8,1029.6,9.8,6.7,9.9,999.9,19.9,-2,0,7.9,0,0,0,0,278
2,2015,2,10,10/02/2015,28.4,19.1,1024.5,9.6,7.1,13,17.1,33.1,25,0,3.9,0,0,1,0,307
3,2016,2,10,10/02/2016,15.2,2.4,1017.8,9.6,11.1,15,22,19,10.9,0,1.2,0,0,1,0,262
5,2017,2,10,10/02/2017,26.7,13.6,1019.2,10,12.1,22.9,31.1,41,18,0,0,0,0,0,0,349
6,2018,2,10,10/02/2018,21,15.5,1023.7,7.9,10.5,13,999.9,27,17.1,0.14,9.8,0,0,1,0,229
7,2019,2,10,10/02/2019,24.9,16.4,1034.5,8.4,6.6,9.9,15,28.9,21.9,0,1.2,0,0,1,0,256
2,2014,2,11,11/02/2014,5.4,-5,1034.2,10,5.1,8,999.9,15.1,-4,0,7.9,0,0,0,0,270
3,2015,2,11,11/02/2015,32.6,24.3,1017.9,8.9,10,15.9,21,37.9,25,0,3.1,0,0,1,0,273
4,2016,2,11,11/02/2016,15.4,-0.8,1026.1,10,7.1,9.9,999.9,24.1,9,0,1.2,0,0,0,0,267
6,2017,2,11,11/02/2017,42.7,33,1010.6,9.9,6.8,11.1,999.9,52,37.9,0,0,0,0,0,0,307
7,2018,2,11,11/02/2018,22.4,17.9,1019,5.4,8,13,999.9,26.1,19,0.19,13,1,0,1,0,245
1,2019,2,11,11/02/2019,29.6,25.8,1022.2,5.5,7.9,15,999.9,32,27,0.04,1.2,0,1,1,0,296
3,2014,2,12,12/02/2014,10.6,1.9,1027.5,10,4.7,8,999.9,23,-4,0,7.1,0,0,0,0,275
4,2015,2,12,12/02/2015,18.3,4.6,1027.4,9.4,13.8,20,28,37.9,10.9,0,3.1,0,0,1,0,270
5,2016,2,12,12/02/2016,21,5.2,1024.6,9.8,10.4,22,27,25,18,0,0,0,0,1,0,289
7,2017,2,12,12/02/2017,41.3,26.9,1017,9.9,14.3,28,45.1,48.9,37,0,0,0,0,0,0,300
1,2018,2,12,12/02/2018,16.9,5.8,1036.3,10,6.4,11.1,999.9,28.9,3.9,0.15,11.8,0,0,0,0,274
2,2019,2,12,12/02/2019,31.6,29.8,1008,3,11.1,19,31.1,33.1,28,0.44,1.2,0,1,1,0,336
4,2014,2,13,13/02/2014,22.2,10,1013.2,9.5,6.8,14,20,30.9,1.9,0,7.1,0,0,1,0,288
5,2015,2,13,13/02/2015,14.5,3.9,1027.7,10,8.4,14,999.9,25,7,0,3.1,0,0,1,0,283
6,2016,2,13,13/02/2016,11.5,-9,1035.4,10,11.8,22,33,19,3.9,0,0,0,0,0,0,297
1,2017,2,13,13/02/2017,36.1,18.9,1026.2,10,8.6,15,25.1,45,27,0,0,0,0,0,0,335
2,2018,2,13,13/02/2018,24.5,14.1,1038.3,10,5.7,11.1,21,36,17.1,0,11,0,0,0,0,311
3,2019,2,13,13/02/2019,20.6,14.2,1014.3,6.8,16.7,22.9,35,28.4,12.9,0.01,1.2,0,0,1,0,308
5,2014,2,14,14/02/2014,20.4,12,1006.7,9.4,10.4,20,31.1,33.8,12.9,0,7.1,0,0,1,0,333
6,2015,2,14,14/02/2015,21.1,8.7,1017.6,9.2,15.9,28,41,28.9,7,0,3.1,0,0,1,0,275
7,2016,2,14,14/02/2016,15.8,1.9,1030.6,7.7,8.8,15,22,19,12.9,0,1.2,0,0,1,0,226
2,2017,2,14,14/02/2017,41.4,25.6,1012.1,10,11,19,27,51.1,34,0,0,0,0,0,0,342
3,2018,2,14,14/02/2018,34,28.4,1021.6,6.8,7.4,12,19,46,28,0,5.9,0,1,0,0,297
4,2019,2,14,14/02/2019,36.8,28.5,1006.7,10,9,12,24.1,46,25,0,1.2,0,0,0,0,363
6,2014,2,15,15/02/2014,15.2,6.5,1017.8,10,5.1,8.9,18.1,24.1,6.1,0,5.9,0,0,0,0,272
7,2015,2,15,15/02/2015,7.3,-4.4,1035.1,7.6,9.4,15.9,20,28.9,0,0,3.1,0,0,1,0,245
1,2016,2,15,15/02/2016,22.5,17.7,1014.1,4,6.9,11.1,20,28.9,17.1,0.01,1.2,0,0,1,0,258
3,2017,2,15,15/02/2017,34.4,15.2,1011.5,10,12.1,18.1,22.9,46,28,0,0,0,0,0,0,313
4,2018,2,15,15/02/2018,41.5,41.2,1008.8,1.3,5.8,13,15.9,48,39,0,2,1,1,0,0,316
5,2019,2,15,15/02/2019,23.7,14.8,1010.1,9.3,12.9,20,31.1,44.1,10.9,0,0,0,0,1,0,342
7,2014,2,16,16/02/2014,20.9,13.9,1019.9,6.7,7.5,11.1,999.9,28.4,15.8,0.01,5.9,0,0,1,0,253
1,2015,2,16,16/02/2015,12.8,-4.8,1026.6,10,4.2,8.9,999.9,19,0,0,3.1,0,0,1,0,246
2,2016,2,16,16/02/2016,29.2,22.3,1011.1,5.8,3.6,8,999.9,37,26.1,0,1.2,0,0,1,0,287
4,2017,2,16,16/02/2017,35.1,12.5,1013.7,10,6.7,11.1,15.9,42.1,30.9,0,0,0,0,0,0,290
5,2018,2,16,16/02/2018,36.2,25.6,1018.9,9.9,10.6,18.1,22,46,30,0,1.2,0,0,0,0,314
6,2019,2,16,16/02/2019,22.2,12.1,1020.3,10,7.6,13,19,30,17.1,0,0,0,0,0,0,312
1,2014,2,17,17/02/2014,23.9,18,1022.1,6.5,8.7,17.1,25.1,28,18,0,11,1,0,1,0,286
2,2015,2,17,17/02/2015,18.2,7.3,1016.3,8.7,9.1,15.9,999.9,21.9,8.1,0,3.1,0,0,1,0,298
3,2016,2,17,17/02/2016,30.8,20.9,1021.5,7.7,5.9,8.9,999.9,36,27,0.03,1.2,0,0,1,0,293
5,2017,2,17,17/02/2017,46.4,28.9,1005.9,10,6.9,15.9,24.1,66.9,32,0,0,0,0,0,0,399
6,2018,2,17,17/02/2018,25.4,16.8,1022.4,9,6.7,15,22,36,17.1,0,2,1,0,1,0,255
7,2019,2,17,17/02/2019,26.7,20.4,1015.2,7.5,10.5,15,22,28.9,25,0,0,0,1,1,0,286
2,2014,2,18,18/02/2014,32.2,24.5,1010.6,6.7,10.2,18.1,25.1,45,21.9,0.38,5.9,0,0,1,0,299
3,2015,2,18,18/02/2015,9.6,-2.8,1015.8,9.9,12.8,18.1,24.1,21.9,5,0,3.1,0,0,1,0,241
4,2016,2,18,18/02/2016,32.5,21.3,1027.8,9.9,9.5,22,28.9,42.1,26.1,0,0,0,0,0,0,306
6,2017,2,18,18/02/2017,56.9,34.7,1005.4,10,8.2,12,19,70,45,0,0,0,0,0,0,336
7,2018,2,18,18/02/2018,29,24.5,1022.8,8.6,8.9,15.9,22,39,19.9,0.09,1.2,0,0,1,0,268
1,2019,2,18,18/02/2019,26.8,21.9,1024.4,4.6,6.6,11.1,999.9,30.9,23,0.11,3.1,0,0,1,0,296
3,2014,2,19,19/02/2014,38.2,28.1,1009.9,10,7.7,13,20,45,23,0,3.9,0,0,0,0,338
4,2015,2,19,19/02/2015,1.3,-14.1,1029.4,9.7,11.9,17.1,22.9,10.9,-5.1,0,3.1,0,0,1,0,218
5,2016,2,19,19/02/2016,50.2,34.6,1007.2,10,20.9,33,48,64.9,39.9,0,0,0,0,0,0,335
7,2017,2,19,19/02/2017,51.4,33,1014.3,10,2.2,8,999.9,66.9,37.9,0,0,0,0,0,0,336
1,2018,2,19,19/02/2018,44.5,41,1012.1,7.3,8.9,14,22.9,57,37.9,0,0,0,1,0,0,312
2,2019,2,19,19/02/2019,24.1,14.9,1036.5,10,3.1,8.9,999.9,33.1,14,0.02,2,0,0,0,0,290
4,2014,2,20,20/02/2014,37,34.2,1007.2,4.8,6.5,15.9,22,50,32,0.27,2,1,1,0,1,335
5,2015,2,20,20/02/2015,7,-5,1027.6,9.3,8.8,17.1,25.1,19.9,-5.1,0,3.1,0,0,1,0,297
6,2016,2,20,20/02/2016,51.2,30.9,1010.9,10,11.8,21,34,60.1,42.1,0,0,0,0,0,0,286
1,2017,2,20,20/02/2017,55.1,40.8,1018.8,8.3,7.4,15,21,69.1,46,0,0,0,0,0,0,336
2,2018,2,20,20/02/2018,59.3,57.7,1011,6.7,11.5,20,28,66,46,1.94,0,0,1,0,1,302
3,2019,2,20,20/02/2019,31.6,26.7,1019.9,6.1,11.2,17.1,25.1,37,28.9,0.01,1.2,0,1,1,0,299
5,2014,2,21,21/02/2014,35,26.4,1000.7,8.3,22.8,31.1,41,51.8,28,0.5,1.2,0,1,1,0,322
6,2015,2,21,21/02/2015,23.4,13.5,1016,9.3,6.3,15.9,21,32,19,0,3.1,0,0,0,0,300
7,2016,2,21,21/02/2016,41.5,30.9,1018.4,10,9.3,13,18.1,53.1,36,0,0,0,0,0,0,297
2,2017,2,21,21/02/2017,59.7,49.4,1013,8.7,8,13,20,64.9,54,0.08,0,0,1,0,0,332
3,2018,2,21,21/02/2018,32.8,26.8,1032.1,8.1,10.2,14,999.9,46,28.9,1.22,0,0,1,0,0,318
4,2019,2,21,21/02/2019,31.9,21.2,1019.8,9.8,12.3,18.1,28,35.6,27,0.03,1.2,0,0,0,0,343
6,2014,2,22,22/02/2014,29.9,14,1014.2,10,10.6,15.9,18.1,37,23,0,1.2,0,0,0,0,288
7,2015,2,22,22/02/2015,24.3,11.9,1029,9,8.7,14,20,33.1,15.1,0,3.1,0,0,0,0,276
1,2016,2,22,22/02/2016,36.7,25.5,1022.8,10,4.2,9.9,999.9,45,28,0,0,0,0,0,0,284
3,2017,2,22,22/02/2017,57.9,52.1,1008.8,6.1,8.2,15,21,66.9,52,0.05,0,1,0,0,0,323
4,2018,2,22,22/02/2018,34.6,27.2,1035.1,10,12.7,17.1,21,39.9,28.9,0.11,0,0,0,0,0,341
5,2019,2,22,22/02/2019,30.4,20.4,1029.7,9.7,6,11.1,15.9,37.9,23,0,0,0,0,0,0,336
7,2014,2,23,23/02/2014,23.8,9,1021.8,10,8.9,14,21,35.1,17.1,0,0,0,0,0,0,291
1,2015,2,23,23/02/2015,7.7,-9.3,1039.9,10,9.8,15,21,30,0,0,3.1,0,0,0,0,257
2,2016,2,23,23/02/2016,37.9,24.6,1020.2,9.6,6.1,13,999.9,46,30.9,0,0,0,0,0,0,301
4,2017,2,23,23/02/2017,51.6,44,1006.1,9.9,11.5,15.9,21,64.9,37.9,0,0,0,1,0,0,317
5,2018,2,23,23/02/2018,40.7,37.6,1024.3,6.5,10.3,15,24.1,45,39,0.14,0,0,1,0,0,321
6,2019,2,23,23/02/2019,35.6,30.1,1020.7,7,7.7,9.9,999.9,39,33.1,0,0,0,1,0,0,299
1,2014,2,24,24/02/2014,19.1,6.3,1025.5,10,11.1,15,22,28.9,12.9,0,0,0,0,0,0,303
2,2015,2,24,24/02/2015,13.9,2.1,1019.5,10,12.6,20,27,30.9,0,0,3.1,0,0,1,0,326
3,2016,2,24,24/02/2016,36.4,26.2,1009.3,7,19.9,31.1,42.9,39.9,32,0,2,1,0,1,0,279
5,2017,2,24,24/02/2017,40.8,37.6,1001.9,5.2,9.1,14,20,44.1,37.9,0.22,0,0,1,0,1,313
6,2018,2,24,24/02/2018,37.7,32.5,1021.3,8.4,9.5,17.1,18.1,43,35.1,0,0,0,1,0,0,300
7,2019,2,24,24/02/2019,36.3,31.5,1000.6,8,18.8,33,48,48.9,23,0.42,0,1,1,0,1,267
2,2014,2,25,25/02/2014,19.3,6.9,1024.4,10,8.7,15,20,25,12.9,0,0,0,0,1,0,310
3,2015,2,25,25/02/2015,24.1,9.9,1014.2,8.9,7.9,14,18.1,32,6.1,0,3.1,0,0,1,0,274
4,2016,2,25,25/02/2016,34.4,23.8,1011.8,6.8,16.2,21,34,37.9,32,0.04,1.2,0,0,1,0,260
6,2017,2,25,25/02/2017,30.4,21,1008.9,8.8,13.4,20,28,44.1,23,0.01,0,0,1,1,0,257
7,2018,2,25,25/02/2018,41.6,31.9,1008.8,9.3,17.9,26,42,52,34,0.11,0,0,1,0,0,286
1,2019,2,25,25/02/2019,15.6,-0.1,1028.2,10,12.9,25.1,41,23,8.1,0.01,0,0,0,0,0,266
3,2014,2,26,26/02/2014,8.4,-4.5,1025,10,12.9,18.1,28.9,24.1,1.9,0,0,0,0,0,0,325
4,2015,2,26,26/02/2015,20.2,12.3,1023,3.1,11.5,17.1,22.9,28,16,0.06,7.1,1,0,1,0,239
5,2016,2,26,26/02/2016,32.7,15.3,1023.8,10,10.1,18.1,25.1,35.1,28,0,0,0,0,1,0,340
7,2017,2,26,26/02/2017,33.1,16,1017.4,10,11.5,19,31.1,48.9,24.1,0,0,0,0,0,0,243
1,2018,2,26,26/02/2018,41.9,26.9,1022.4,10,8.1,15,25.1,55,28.9,0.03,0,0,0,0,0,322
2,2019,2,26,26/02/2019,21.5,8.9,1033.2,9.6,9.4,15,19,25,18,0,0,0,0,1,0,303
4,2014,2,27,27/02/2014,12,-6.2,1016.6,9.8,14.5,24.1,31.1,19,6.1,0,0,0,0,1,0,310
5,2015,2,27,27/02/2015,10,-3.5,1035.7,10,6.7,9.9,999.9,21.9,0,0,5.9,0,0,0,0,288
6,2016,2,27,27/02/2016,38.1,24.4,1017,10,10.6,15.9,22.9,55,28,0,0,0,0,0,0,294
1,2017,2,27,27/02/2017,42.8,27.3,1020,10,6.8,15.9,18.1,54,33.1,0,0,0,0,0,0,302
2,2018,2,27,27/02/2018,50.1,32.1,1021.8,10,11.1,19,27,62.1,41,0,0,0,0,0,0,326
3,2019,2,27,27/02/2019,26.3,16.5,1023.4,9,8.6,15,20,32,24.1,0,0,0,0,1,0,311
5,2014,2,28,28/02/2014,13.7,-1.6,1023,10,7.6,12,19,30,6.1,0,0,0,0,0,0,314
6,2015,2,28,28/02/2015,11,-1.6,1040.8,10,4.6,8.9,999.9,23,0,0,5.9,0,0,0,0,250
7,2016,2,28,28/02/2016,52.2,36.5,1003.3,10,14.4,24.1,33,64,44.1,0,0,0,1,0,0,288
2,2017,2,28,28/02/2017,52,44.8,1011.4,8.7,11.4,15,24.1,59,46.9,0.01,0,0,1,0,1,300
3,2018,2,28,28/02/2018,51.8,39.9,1010.9,9.5,9.9,13,21,60.1,39,0,0,0,0,0,0,308
4,2019,2,28,28/02/2019,20.1,8.6,1025.6,10,5.8,15,20,28,12.9,0,0,0,0,0,0,297
1,2016,2,29,29/02/2016,42.1,28.9,1010.7,10,14.6,22,31.1,60.1,34,0.05,0,0,1,0,0,312
6,2014,3,1,01/03/2014,26.3,16.2,1020.6,7.9,7.4,14,18.1,32,6.1,0.02,0,0,0,1,0,330
7,2015,3,1,01/03/2015,22,15.9,1031.2,7.3,5.1,12,999.9,27,19,0,5.9,0,0,1,0,347
2,2016,3,1,01/03/2016,29.8,22.8,1013.9,7.8,16.2,22,29.9,36,24.1,0.05,0,1,1,1,0,375
3,2017,3,1,01/03/2017,47.3,43.5,1001.6,5.8,10.5,22,31.1,59,32,1.5,0,0,1,1,1,349
4,2018,3,1,01/03/2018,39.5,35.3,1012,7.2,11.7,19,28.9,44.1,37.9,0,0,0,1,0,0,355
5,2019,3,1,01/03/2019,28.6,19.6,1023.1,10,4.9,8,999.9,34,24.1,0,0,0,0,0,0,340
7,2014,3,2,02/03/2014,12.4,5,1029.9,5.5,10,13,999.9,32,9,0.04,3.1,1,0,1,0,250
1,2015,3,2,02/03/2015,23.8,12.4,1032.1,10,6.6,12,999.9,34,16,0.01,5.1,0,0,0,0,313
3,2016,3,2,02/03/2016,23.2,6.8,1021.4,10,7.2,15,20,33.1,14,0.01,0,0,0,1,0,268
4,2017,3,2,02/03/2017,32.4,20.3,1022.5,10,10,25.1,32.1,36,28.9,0.05,0,0,0,1,0,284
5,2018,3,2,02/03/2018,37.4,24,1028.4,10,6,9.9,999.9,46,30.9,0.32,0,0,0,0,0,355
6,2019,3,2,02/03/2019,30.8,22,1022.9,8.7,6.5,13,20,35.1,28,0,0,0,1,1,0,311
1,2014,3,3,03/03/2014,8.5,-4.4,1033.1,8.9,6.5,13,999.9,19.9,1,0.01,2,0,0,1,0,289
2,2015,3,3,03/03/2015,30.7,22.9,1018.9,6.5,10.6,15,22.9,37,16,0.04,3.9,0,1,1,0,313
4,2016,3,3,03/03/2016,31.2,23.5,1019.6,4.8,6.9,11.1,999.9,33.1,28.9,0.04,1.2,0,0,1,0,271
5,2017,3,3,03/03/2017,27.8,6.1,1034,10,10,15.9,20,33.1,21,0,0,0,0,0,0,306
6,2018,3,3,03/03/2018,38.1,20.7,1033.6,10,7.3,11.1,999.9,43,33.1,0,0,0,0,0,0,290
7,2019,3,3,03/03/2019,23.8,10.4,1024.6,10,9.3,13,18.1,30,18,0,0,0,0,0,0,262
2,2014,3,4,04/03/2014,17,4.2,1027.8,9.8,5.7,9.9,999.9,27,1,0,2,0,0,1,0,332
3,2015,3,4,04/03/2015,26.6,14.8,1017.7,10,10.4,15,21,37,19.9,0.06,3.9,0,0,0,0,292
5,2016,3,4,04/03/2016,31.9,19.4,1022.5,9.8,7.2,14,18.1,39,23,0.01,1.2,0,0,1,0,319
6,2017,3,4,04/03/2017,33.7,21.5,1034.6,9.2,9,15.9,22,42.1,28.4,0,0,0,0,1,0,288
7,2018,3,4,04/03/2018,38.6,22.1,1031,10,8.8,13,999.9,46.9,32,0,0,0,0,0,0,288
1,2019,3,4,04/03/2019,6.6,-6.9,1025.1,10,12.6,17.1,27,18,-2,0,0,0,0,0,0,237
3,2014,3,5,05/03/2014,22.2,14.5,1027.5,6.5,10.4,15,999.9,27,12,0,3.1,0,0,1,0,325
4,2015,3,5,05/03/2015,15.2,-2.2,1031.7,10,8.9,12,15.9,33.1,9,0,3.9,0,0,0,0,293
6,2016,3,5,05/03/2016,34.6,27.1,1019.3,6.4,8,13,22,39.9,28.9,0.03,1.2,0,0,1,0,292
7,2017,3,5,05/03/2017,42.4,28.6,1025.2,10,12.1,18.1,27,61,33.1,0,0,0,1,0,0,302
1,2018,3,5,05/03/2018,37.9,20,1022,10,13.8,17.1,27,43,34,0,0,0,1,1,0,325
2,2019,3,5,05/03/2019,13.2,0,1022,8.8,14.2,20,28.9,21.9,9,0,0,0,0,1,0,264
4,2014,3,6,06/03/2014,23.1,13,1028.9,10,7.6,13,999.9,32,16,0.02,3.1,0,0,0,0,306
5,2015,3,6,06/03/2015,14.7,3.4,1032.2,10,10.4,18.1,26,27,6.1,0,3.9,0,0,0,0,327
7,2016,3,6,06/03/2016,40.8,29.1,1023,9.6,8.9,18.1,24.1,53.1,35.1,0,0,0,0,0,0,289
1,2017,3,6,06/03/2017,54.6,46.5,1014.8,9.8,15.3,20,32.1,60.8,52,0,0,0,1,0,0,330
2,2018,3,6,06/03/2018,36.1,32.7,1007.2,5.5,8.4,14,25.1,42.1,34,0.08,0,0,1,1,0,311
3,2019,3,6,06/03/2019,18.1,2.9,1027.3,10,11.8,18.1,26,32,10,0,0,0,0,0,0,298
5,2014,3,7,07/03/2014,31.1,20.3,1017.6,8.7,6.4,12,18.1,46,16,0,2,0,0,0,0,368
6,2015,3,7,07/03/2015,34.1,23.6,1019.9,10,10.6,15.9,20,46,25,0,2,0,0,0,0,326
1,2016,3,7,07/03/2016,52.6,38.9,1012.7,10,11.1,15.9,22.9,62.1,46.9,0,0,0,0,0,0,381
2,2017,3,7,07/03/2017,54.5,39.4,1008.8,9.3,18.8,28,41,64,44.1,0.31,0,0,1,0,1,312
3,2018,3,7,07/03/2018,31.7,22.6,1013.8,8,11.9,18.1,24.1,36,26.1,0.04,0,0,0,1,0,311
4,2019,3,7,07/03/2019,24.2,10.7,1028.2,10,7.7,15,22.9,30.9,16,0,0,0,0,0,0,295
6,2014,3,8,08/03/2014,32.9,26.8,1019.3,7.8,10.4,17.1,24.1,46,19.9,0,0,0,1,1,0,321
7,2015,3,8,08/03/2015,37.1,28.2,1022,10,6.7,11.1,999.9,46,26.1,0,1.2,0,0,1,0,286
2,2016,3,8,08/03/2016,63.2,48,1011.6,10,12.2,19,28,73,57.9,0,0,0,0,0,0,356
3,2017,3,8,08/03/2017,46.3,19,1015.5,10,19.4,31.1,49,52,41,0,0,0,0,0,0,307
4,2018,3,8,08/03/2018,28.8,14.5,1017.4,10,10,14,20,36,24.1,0.01,0,0,0,1,0,299
5,2019,3,8,08/03/2019,29.4,21.3,1024,8,5.2,8,999.9,39,23,0,0,0,0,1,0,323
7,2014,3,9,09/03/2014,28.9,21.6,1022.8,8.6,7.9,17.1,22,39.9,21,0.01,0,0,0,0,0,288
1,2015,3,9,09/03/2015,40,27.1,1021.9,10,4.7,7,999.9,52,28,0,1.2,0,0,0,0,351
3,2016,3,9,09/03/2016,62.1,53.8,1010.8,9.7,9.4,14,20,69.1,59,0.06,0,0,1,0,0,330
4,2017,3,9,09/03/2017,39.3,18.5,1021.8,10,8.5,15.9,24.1,50,34,0,0,0,0,0,0,305
5,2018,3,9,09/03/2018,30.1,16.3,1017.4,10,5.8,11.1,999.9,39,23,0,0,0,0,0,0,370
6,2019,3,9,09/03/2019,35,28.7,1016.1,7.8,10.5,21,29.9,43,28.9,0,0,0,1,0,0,304
1,2014,3,10,10/03/2014,45.7,34.2,1007.7,9.2,13,15,24.1,54,39.9,0,0,0,0,0,0,400
2,2015,3,10,10/03/2015,43.9,38.1,1017.6,4.6,6.2,12,999.9,54,28,0,0,1,0,0,0,377
4,2016,3,10,10/03/2016,50.1,40.1,1017.5,9.9,7.9,14,999.9,60.1,45,0,0,0,0,0,0,314
5,2017,3,10,10/03/2017,31.8,6.4,1027.5,10,12.1,19,31.1,37,27,0,0,0,0,0,0,309
6,2018,3,10,10/03/2018,33.4,17.6,1019.2,10,5.4,12,14,39.9,25,0,0,0,0,0,0,300
7,2019,3,10,10/03/2019,37.9,32.6,1008.5,8.9,18.2,28.9,47,44.1,35.1,0.37,0,0,1,0,0,276
2,2014,3,11,11/03/2014,44,35.9,1005.6,10,6.8,19,26,54,39,0,0,0,0,0,0,343
3,2015,3,11,11/03/2015,44.7,34.4,1022.5,6.5,6.5,12,999.9,54,36,0,0,1,0,0,0,342
5,2016,3,11,11/03/2016,44.1,33,1027,10,5.4,8.9,999.9,53.1,37,0,0,0,0,0,0,327
6,2017,3,11,11/03/2017,24,-4.8,1033.1,10,8.2,15,21,30,18,0,0,0,0,0,0,285
7,2018,3,11,11/03/2018,35.1,22.5,1022.7,10,8.4,14,19,41,30.9,0,0,0,0,0,0,287
1,2019,3,11,11/03/2019,33.3,19,1027.4,10,9.9,15,27,43,28,0,0,0,0,0,0,327
3,2014,3,12,12/03/2014,30.2,24.5,1011.9,6.7,16.1,24.1,34,51.1,23,0.5,3.1,1,1,1,0,307
4,2015,3,12,12/03/2015,44.9,27.7,1031.6,10,6.5,14,21,57.9,33.1,0,0,0,0,0,0,365
6,2016,3,12,12/03/2016,46.1,37.3,1022.6,6.8,4.3,9.9,999.9,60.1,37.9,0,0,0,0,0,0,319
7,2017,3,12,12/03/2017,27.1,1,1032.2,10,5.7,13,22.9,36,19.9,0,0,0,0,0,0,246
1,2018,3,12,12/03/2018,36.9,23.1,1020.7,10,7.7,15.9,22,46,28.9,0,0,0,0,1,0,304
2,2019,3,12,12/03/2019,36.3,23.6,1028,10,6.2,13,24.1,48.9,26.1,0,0,0,0,0,0,283
4,2014,3,13,13/03/2014,22.7,14.5,1020.1,10,7.8,15.9,24.1,34,14,0.13,3.1,0,0,0,0,347
5,2015,3,13,13/03/2015,50.6,31.5,1023.5,10,6.3,9.9,999.9,64.9,33.1,0,0,0,0,0,0,388
7,2016,3,13,13/03/2016,48,43.5,1011.5,5.7,7.5,14,999.9,51.1,46,0.07,0,0,1,0,0,267
1,2017,3,13,13/03/2017,29,21.8,1024.7,5.5,10.2,18.1,20,33.1,26.1,0.01,1.2,0,0,1,0,249
2,2018,3,13,13/03/2018,31.8,21.2,1021.8,8.6,9.2,17.1,24.1,39.9,28,0,1.2,1,0,1,0,308
3,2019,3,13,13/03/2019,47.1,37.5,1013.6,9,10.7,15,25.1,60.1,41,0.15,0,0,1,0,0,318
5,2014,3,14,14/03/2014,42.9,32,1007.4,10,14.3,24.1,31.1,54,34,0,1.2,0,0,0,0,375
6,2015,3,14,14/03/2015,52.5,38.6,1016.6,9.7,8.2,15,28.9,64.9,41,0,0,0,0,0,0,341
1,2016,3,14,14/03/2016,46.3,43.6,1005.7,6,4.7,8,999.9,54,43,0.79,0,0,1,0,0,335
2,2017,3,14,14/03/2017,26.6,19.3,1026.1,4.4,12.2,19,31.1,30.9,21.2,0.06,5.1,1,0,1,0,225
3,2018,3,14,14/03/2018,31.7,15.4,1019.8,10,9.9,18.1,22.9,46.9,21.9,0,0,0,0,0,0,302
4,2019,3,14,14/03/2019,56.2,48.6,999.5,8.8,15,24.1,38.1,64,46,0.32,0,0,1,0,1,326
6,2014,3,15,15/03/2014,37,27.7,1016.6,10,9.7,15.9,22,54,32,0,0,0,0,0,0,357
7,2015,3,15,15/03/2015,47.6,33.3,1022.3,10,6.7,15,22.9,64,34,0,0,0,0,0,0,370
